fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,days_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,curr_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,year
106301248,los alamitos medical center,01jan2011,31dec2011,365,audited,excl. ind. audit adj.,orange,13,1013,investor,general,comparable,,(562) 598-1311,3751 katella avenue,los alamitos,90720,finney michelle,ceo,www.losalamitosmedctr.com,tenet healthcare corporation,christina kim,tenet healthcare corporation,0,05-0551,hsc30551h,hsp30551h,167,167,119,20388,9155,2071,1316,628,372,8696,404,535,43565,3160,2261,633,382,134,105,2942,65,169,9851,142,25,0,0,0,0,36815,6750,0,0,0,0,9476,375,0,0,0,0,71.5,71.5,4.4,4.4,17,3319,1766,18377,14951,1560,3194,540,1717,41050,92,3144,84625,29875,0,0,56320,0,6,290700,317970,2270,3568,1135,445,1071314486,910246560,11443382,172511308,1260965,151051044,22721229,2048295,756263,0,0,24013261,130158228,71742380,869413878,262525902,177202084,27406213,21992276,9801754,6760971,161595244,7167267,8404196,682855907,88475605,78267108,6154696,12591911,2600402,7359776,182521180,645780,9842121,388458579,308782804,238118988,30311531,31482727,0,11544385,12594494,251481518,5033164,0,8038756,0,12858193,11443382,0,0,0,42218703,28793586,3023669,3101460,857771,1448683,90744549,0,2322887,0,0,0,0,0,0,31374631,6975912,61858936,0,0,0,0,16814707,10401207,20612614,3013037,58341616,21503288,1523877,3010729,26546833,23481722,6468840,1244210,1164342,10257,7755330,31068482,0,63646615,3990716,9036911,6599964,114342688,184698812,410997,0,-70767121,114342688,525,77202041,-51266439,74603943,46432185,128713713,65067098,0,0,0,0,0,0,171120618,802,345,1489400,212568,1701968,250,0,115754,333909,553542,12645,117150,296313,14275,12429,33383,0,534466,101911,515718,0,85158,98377,153770,0,605812,113154,601438,0,96625,112325,172614,0,2011
106190198,los angeles community hospital,01oct2010,30sep2011,365,audited,excl. ind. audit adj.,los angeles,11,925,investor,general,comparable,,(323) 267-0477,4081 east olympic blvd.,los angeles,90023,david topper,ceo,www.altacorp.com,"alta hospitals system, llc",eric thaichareon,"alta hospitals system, llc",0,05-0663,hsc30663f,hsp30663f,180,180,180,9363,586,39052,3228,0,376,164,127,401,53297,1524,155,5332,1049,0,93,41,33,118,8345,141,0,0,0,39,0,42620,0,0,0,10677,0,8179,0,0,0,166,0,81.09999999999999,81.09999999999999,6.4,5.2,16,501,184,899,428,2392,4056,0,952,217,236,1965,11145,16488,0,0,368,0,5,103893,17164,1710,319,69,118,366290075,253303392,0,112986683,169405,84261644,28894444,24146,3221,0,0,28915369,84875065,16382658,265032352,107956394,8027716,185630285,23313360,0,4186493,2287429,1734471,5440247,338576395,2811823,1958343,6938874,7762692,0,2249627,524868,589083,4878370,27713680,86232859,6838682,120777716,20873178,-7151971,0,2685924,362877,8685818,0,12541098,0,1457211,0,0,0,0,24535358,3147377,68725870,10202874,0,3750196,2449420,0,175588,0,0,0,0,0,0,21720889,3824259,17571897,0,0,0,0,7684780,3045186,28995409,1419224,30120104,7127233,2254799,1369962,8620550,15501508,1346184,826752,189265,38548,16866739,122849235,0,19038694,355047,0,0,142242976,5514306,8850445,225866,127652359,142242976,2343231,40438788,-26120539,13626346,5565523,24619349,5580655,0,335166,0,335166,109300,94587635,1,542,256,1051130,98796,1149926,192,0,57944,248039,343313,103346,69607,110447,84408,12104,16303,5619,497389,44678,238240,0,162930,24396,83497,0,545263,48780,257006,0,179566,26948,92363,0,2011
106190854,los angeles metropolitan medical center,01sep2010,31aug2011,365,audited,excl. ind. audit adj.,los angeles,11,925,investor,general,comparable,,(323) 730-7300,2231 south western ave,los angeles,90018,joe avelino,ceo,www.lammc.com,pacific health corporation,mariano patacsil,pacific health corporation,0,05-0644,hsc30644f,hsp60644f,213,194,110,22032,253,14665,451,0,85,203,700,447,38836,2536,36,2068,111,0,25,43,150,96,5065,115,98,0,0,0,0,8278,30558,0,0,0,0,1609,3456,0,0,0,0,50,54.8,7.7,7.7,0,0,0,8335,71,5823,3930,0,350,883,530,3287,23209,12053,195,0,10830,0,4,7857,12952,264,370,0,0,204300463,140748768,0,63551695,167380,68437379,-4718304,0,0,0,0,-4718304,75313920,19723725,109262818,96609945,493723,64231631,3503293,0,484282,3429569,3995444,2551748,175299635,10369496,92358,6466613,5506095,0,523884,1237901,875541,3928940,29000828,82979754,-202624,51531550,8345139,-26187945,0,717541,3649227,2399322,0,11103571,0,6413233,0,0,0,0,23529105,781358,37259098,632618,0,284927,998277,0,66312,0,0,0,0,0,0,17163842,2821227,8390297,0,0,0,0,7532287,1003084,28943766,2582876,26091073,6561883,666639,1318168,3963838,5166859,544498,1323466,405699,358194,22037062,48480242,0,5064336,2317295,0,0,55861873,29523474,0,1657830,24680569,55861873,0,120879099,-114726627,6647974,11215136,21466225,16401889,0,0,0,1657830,0,27217380,0,440,144,838579,84384,922963,198,0,45944,233415,213945,77982,0,115588,136867,6481,8357,0,343118,48639,112810,0,211210,31458,91344,0,383542,53676,124485,0,227748,32995,100517,0,2011
106560492,los robles hospital & medical center,01jan2011,31dec2011,365,audited,excl. ind. audit adj.,ventura,10,813,investor,general,comparable,,(805) 494-2727,215 west janss road,thousand oaks,91360,greg angle,ceo,www.losrobleshospital.com,hca-the healthcare company,jeffrey n. brown,hospital management services,2,05-0549,hsc30549f,zzt30549f,343,281,214,46043,3882,3180,1287,0,2347,18901,460,818,76918,6574,614,620,266,0,265,5139,95,321,13894,290,0,0,11,42,0,62779,0,0,3065,11074,0,12948,0,0,210,736,0,61.4,75,5.5,5,0,4232,1664,30144,3775,2877,2315,0,2797,40403,535,5357,88203,39376,0,0,55426,0,10,1122122,289339,3541,1616,1099,702,1411851171,1087006983,0,324844188,3101698,267598331,60347555,428446,179629,23123581,0,37472791,197571200,94673201,1119606770,595129081,56818539,37562876,15758180,0,22670504,314606005,10159038,15279006,1067983229,117379316,14685050,11244225,9098155,0,9885305,157974173,3186676,20415042,343867942,595589076,60539487,45551580,25811600,0,0,22601992,280232859,19378353,0,12748484,0,24553552,0,0,0,0,112472971,10579484,2933253,-978725,0,9768757,189454956,379523,233969,0,0,0,298113,0,0,61054505,8126429,88677041,0,0,0,0,32053323,9001510,60987851,7697672,88768285,44088470,11796150,7248409,50853955,40100509,14027513,1675963,3037382,-7969645,13971340,241653473,0,133307684,54466,3676096,10626762,389318481,16685723,0,475214,372157544,389318481,419592,74446773,-20348940,150603883,82683261,253084702,119777018,0,0,0,621463,146249,179452883,621463,1168,618,2195285,264926,2460211,756,0,157373,308985,872869,4596,377752,284655,159177,0,29878,0,846679,107266,616565,0,346144,11014,267617,0,947127,118353,688054,0,399530,12515,294632,0,2011
106434040,lucile salter packard children's hospital at stanford,01sep2010,31aug2011,365,audited,incl. ind. audit adj.,santa clara,7,429,non-profit,childrens,comparable,,(650) 497-8000,725 welch road,palo alto,94304,christopher dawes,ceo,www.lpch.org,lucile salter packard,nancy wu,lucile packard children's hospital,0,05-3305,hsc11103g,zzr11103g,311,299,243,470,0,19463,16385,0,1715,42458,413,19,80923,62,0,2469,2903,0,219,6822,63,3,12541,311,0,0,0,0,0,80923,0,0,0,0,0,12541,0,0,0,0,0,71.3,74.09999999999999,6.5,6.5,64,8501,4054,1505,0,11960,27532,0,28762,79172,67,6926,155924,0,134479,0,12623,0,14,408691,177898,3424,4214,3104,1268,2668164743,1807168008,0,860996735,53350100,815444871,98901964,80211029,9039147,0,0,170073846,1136032903,282672483,1249459357,11249690,0,486435995,461538729,0,133416065,1039889068,271941,5526543,2138328031,4882809,0,63797097,117209933,0,44329158,286755167,342906,12519642,529836712,14137447,0,412266681,511942535,-5408330,0,149568624,697243521,9710887,0,7877073,0,9829570,0,0,0,0,1870162,0,136537457,66381185,0,27066035,621022053,0,8119843,0,-29282000,0,1139823,0,0,145673857,152275976,191397403,0,0,8651472,14718020,115982820,16954194,128034126,41757003,232058685,121098198,0,25466661,62345145,261641544,36725505,19276773,7025908,3766217,46040235,358890590,0,334959883,124765394,765740308,0,1584356175,611629195,0,70718477,902008503,1584356175,90314088,559212858,-420457869,381218492,188670175,584777326,249817443,0,13643210,57075267,70718477,0,0,38168493,2376,752,4487806,624454,5112260,880,153,410850,1008741,1340578,9053,98526,948184,273668,227194,116074,54938,1345006,610854,807884,14914,850430,205784,652934,0,1558613,692226,920682,16650,949761,235588,738740,0,2011
106121002,mad river community hospital,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,humboldt,1,105,investor,general,comparable,,(707) 822-3621,3800 janes road,arcata,95521,allen shaw,president,www.madriverhospital.com,american hospital management corporation,richard w. lakey,richard w. lakey cpa,0,05-0028,,zzr00028f,80,46,42,3630,0,2562,0,403,531,0,163,859,8148,705,0,729,0,115,132,0,45,196,1922,80,0,0,0,0,0,8148,0,0,0,0,0,1922,0,0,0,0,0,27.9,48.5,4.2,4.2,6,1089,615,45656,0,22128,0,3071,32112,0,2119,6616,111702,15471,19367,21869,53615,0,2,40250,85662,527,1380,381,117,130410145,83166925,0,47243220,2474636,49748407,-30551,98264,31126,509344,0,-472757,17001787,22885965,90522393,16729180,0,16019827,0,2185495,4831997,0,1367389,4459837,45593725,34190666,0,16517208,0,4363810,17785832,0,3175095,8783809,84816420,27836663,0,18282800,0,-358558,5291008,13402120,0,7202655,0,5823464,0,5686773,0,0,0,0,23083183,0,13682004,0,908106,9215709,0,0,354218,0,0,0,2264,0,0,6871426,7669091,18285427,0,0,0,0,5405834,2185577,7265478,2065574,17974346,10119045,3019226,1685254,6258800,2855340,1189886,429266,520557,418159,5278528,8500419,0,10200069,188304,0,38904,18927696,16878206,0,4122772,-2073282,18927696,1075447,20239228,-14279967,13147042,10475215,23701396,13501327,3846030,905165,0,4751195,628423,0,8540091,399,119,715776,119335,835111,187,0,55491,98660,185381,20115,36690,208728,70284,35703,4724,0,114071,146934,206223,0,128509,67831,52208,0,128983,165243,251368,0,154044,77286,58187,0,2011
106201281,madera community hospital,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,madera,9,601,non-profit,general,comparable,,(559) 675-5555,1250 e. almond avenue,madera,93637,john w. frye,administrator,maderahospital.org,madera community hospital,diane neff,madera community hospital,0,05-0568,hsc00568g,,106,106,69,8986,1013,6895,736,854,1986,1933,78,704,23185,1490,172,2011,205,196,557,567,19,167,5384,106,0,0,0,0,0,23185,0,0,0,0,0,5384,0,0,0,0,0,59.9,59.9,4.3,4.3,16,3966,1764,26193,3059,53674,14129,10195,16751,19859,1721,15490,161071,42868,59416,7666,51441,0,6,154038,232983,1880,2407,1219,571,219510128,126835496,0,92674632,1685870,86497642,7862860,328227,1320,0,0,8189767,30644305,39928881,148936942,40227645,4580467,29324825,3429509,3960138,10546302,9176844,293702,2644825,104184257,24875466,2831153,31405438,9216580,7406359,13758034,16700979,912957,8218905,115325871,48464140,2159994,24542576,7045981,-2230856,8164794,17424297,10638823,5865895,0,4550920,0,208932,0,0,0,0,15806837,5174085,37673694,5477516,2929367,5887804,14493904,84448,5146977,0,0,220100,58491,0,0,14822349,11842189,28802827,0,0,0,0,11693041,2037911,14699428,2599897,36587949,12781825,2706624,427231,13404211,5127526,1572440,1299424,875273,10521,11704618,35094516,9906882,13789559,14543313,349439,0,73683709,18707855,0,12102563,42873291,73683709,14140754,59615781,-44251156,24865044,24144422,50404871,36615312,0,0,12685281,12685281,582718,0,0,722,263,1372714,132461,1505175,60,0,118082,214670,288193,77371,181025,301887,165997,22784,994,1711,336646,263204,357290,0,252380,49828,113366,0,369614,286506,393041,0,276223,54594,125197,0,2011
106260011,mammoth hospital,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,mono,12,1205,district,general,comparable,rural,(760) 993-4331,85 sierra park road,mammoth lakes,93546,gary boyd,ceo,www.mammothhospital.com,southern mono healthcare district,carlos jimenez,pacific hospital management,0,05-0638,,hsp30668g,15,15,15,265,17,245,8,49,552,317,37,152,1642,100,6,104,3,19,216,123,15,58,644,15,0,0,0,0,0,1642,0,0,0,0,0,644,0,0,0,0,0,30,30,2.5,2.5,0,0,0,6324,294,6508,51,1586,17354,6622,660,2728,42127,8962,42585,0,0,0,1,54142,87683,431,698,80,26,88441191,31436889,0,57004302,161277,55548487,1617092,4384477,0,0,0,6001569,4024609,24796238,59620344,4875938,177497,2726948,127555,1054773,11802397,6612900,599697,2478985,30456690,8060724,527284,6218242,98223,1869602,24324145,10039513,1333685,5513083,57984501,6580000,528498,5000000,135000,0,2331007,4089452,741268,3866901,0,1933382,0,6231381,0,0,0,0,6356662,176283,3945190,90778,593368,29738335,14851541,0,1252145,0,0,420167,78891,3513263,0,2812204,15531361,15742449,0,0,0,0,7131331,3949603,5582756,4798783,19042355,4714063,10626453,2803457,6058958,3613348,3970303,347105,233848,1670241,2468356,30939315,4307417,44717923,873186,0,820916,81658757,9347781,0,30844822,41466154,81658757,22096076,16503692,-9555634,48892653,17055355,69032609,24314686,322243,6295381,21184555,32252962,1408140,0,0,264,58,490333,65218,555551,20,0,50662,109518,89075,3488,24237,152950,43028,11074,4125,2176,43256,123876,125107,0,89444,63366,45284,0,48789,141547,140925,0,101068,70481,52741,0,2011
106420493,marian medical center,01jul2010,30jun2011,365,audited,incl. ind. audit adj.,santa barbara,10,803,non-profit,general,comparable,,(805) 739-3000,1400 east church street,santa maria,93454-5906,charles cova,president/ceo,www.marianmedicalcenter.org,catholic healthcare west,james r. saurenmann,saurenmann & associates,0,05-0107,hsc30107g,zzt30107g,256,256,190,18504,3187,2278,20653,565,9360,9146,183,2037,65913,3880,639,708,3196,82,1039,485,54,490,10573,161,0,0,0,95,0,35304,0,0,0,30609,0,10047,0,0,0,526,0,70.5,70.5,6.2,3.5,24,4548,2367,138255,19459,4141,53283,10661,55379,64778,1101,23396,370453,53950,11232,108978,170788,0,7,302759,198801,2957,2435,1979,865,904840308,692219539,0,212620769,2323373,208045532,6898610,1557777,2056512,0,0,6399875,209911082,88110126,606819100,224518718,40391120,21915943,122500346,6743570,67659326,37359288,4612162,32528733,558229206,92372464,14818230,2172145,45794462,2713611,89228888,71616181,1138514,26756607,346611102,247125354,42282319,14801448,143472860,0,9134362,110987025,81743792,19198395,0,10579450,-234639,13129173,0,0,0,0,69229463,12890001,7989698,23971076,322797,44812430,25398727,234639,27771938,0,-1349631,176268,0,0,0,32968655,25738890,57334626,0,0,0,0,36861014,5537691,44220282,5384374,70326516,37333425,8698515,8293542,27912354,24291158,6732596,3820396,964266,2049108,17623656,62360016,805104,61479075,170744942,5478714,0,300867851,41763716,8555223,135369739,115179173,300867851,3625674,156409323,-115135826,87601354,66335169,175800273,114321198,0,6393,110970050,139761151,4391412,5551875,6097630,1241,473,2326557,410316,2736873,309,0,193666,489324,631246,94799,210524,381291,163993,6605,46575,108534,604593,406661,481618,0,399340,151053,281718,1574,704549,465436,623860,0,442647,171809,326844,1728,2011
106244027,marie green psychiatric center,01jul2010,30jun2011,365,audited,excl. ind. audit adj.,merced,6,515,city/county,psychiatric,phf,,(209) 381-6879,300 east 15th street,merced,95341,"manuel jimenez, jr.",administrator,,county of merced,alan vaughn,county of merced,0,,,,16,16,16,0,0,0,1509,0,1191,0,0,0,2700,0,0,0,316,0,225,0,0,0,541,0,16,0,0,0,0,0,2700,0,0,0,0,0,541,0,0,0,0,46.2,46.2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544615,0,0,3544615,0,3544615,0,0,0,0,0,0,3544615,0,0,0,0,0,2133904,0,1410711,0,0,0,3544615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133904,0,1410711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
106211006,marin general hospital,01jan2011,31dec2011,365,audited,incl. ind. audit adj.,marin,4,405,district,general,comparable,,(415) 925-7000,250 bon air road,greenbrae,94904,lee domanico,ceo,maringeneral.org,marin healthcare district,derek f. petrak,"petrak & associates, inc.",3,05-0360,hsc00360g,,235,235,139,21462,0,6370,0,1123,2161,9860,36,1869,42881,4880,0,1664,0,450,432,3101,36,229,10792,218,17,0,0,0,0,37286,5595,0,0,0,0,10049,743,0,0,0,0,50,50,4,4,8,2856,1202,51798,0,20637,0,4135,6885,52468,41,11733,147697,34518,0,0,112509,0,11,342244,285913,2413,2816,1018,350,1230052372,953297637,137944,276892679,3503301,281401897,-1005917,2853597,11329224,0,0,-9481544,336935336,140644986,752472050,434555591,0,92986442,0,16039219,36789897,213064281,70272,41423909,834929611,152737069,0,42096432,0,10753064,19209939,145113985,137939,25074333,395122761,493362457,0,125768558,0,0,24026174,26091170,238598312,20130047,0,10163053,0,15157866,0,0,0,137944,90556844,0,8428114,0,2677736,28436280,117354500,0,29439205,0,-369000,0,37990,0,0,65944599,19938713,95335205,0,0,0,0,49123009,14303348,28431835,8325188,109553333,56565263,10795783,11039374,37361036,28911663,11088899,1538078,1131790,1770990,11645688,75850317,1858653,46984350,13266225,14345515,0,152305060,44851626,0,64534275,42919159,152305060,11168799,390843750,-338814324,0,114023646,169731590,122747240,0,3437584,0,66977897,2443622,0,590525,1117,398,2178706,266833,2445539,281,0,87049,555683,614607,4907,161863,367825,156591,107889,47205,75087,660422,129841,597320,0,394620,181414,215089,0,748857,147088,673902,0,438482,197142,240068,0,2011
106190500,marina del rey hospital,01jan2011,31dec2011,365,audited,incl. ind. audit adj.,los angeles,11,927,investor,general,comparable,,(310) 823-8911,4650 lincoln blvd,marina del rey,90291,fred hunter,ceo,www.marinahospital.com,"cfhs holdings, inc., a delaware corporation",ruth turner,"healthcare management solutions, inc.",0,05-0740,,hsp30730g,90,90,47,6898,2700,547,101,0,566,4701,0,997,16510,1613,564,109,43,0,198,1662,0,250,4439,90,0,0,0,0,0,16510,0,0,0,0,0,4439,0,0,0,0,0,50.3,50.3,3.7,3.7,0,0,0,8314,1607,888,2013,0,2268,16611,3,4945,36649,20713,7362,0,8572,0,6,295556,190694,1766,2581,0,0,425232231,330342389,0,94889842,103710,92487508,2506044,1136547,1103344,1138045,0,1401202,71313624,29589660,324328947,114944634,41633018,8539363,1876220,0,13620573,109834177,148615,14423008,305019608,26216029,9217682,2465823,4904399,0,6185498,56957658,7512,14258022,120212623,119059302,43049224,7082357,6295231,0,0,12203281,115451381,12584834,0,156126,0,14460653,0,0,0,0,22101361,7801476,3922829,485388,0,7602790,51340454,1,1635543,0,-5908284,0,54516,0,0,11786213,6732959,35262785,0,0,0,0,12384200,6426919,12673205,7221227,33169810,9875416,1038767,4202044,19120333,9191712,3412853,3140388,-508374,3662796,6181763,20532661,0,16941269,2196221,47427,1168923,40886501,28488455,1574962,45849397,-35026313,40886501,100,65230209,-47348336,8898460,17262686,26418289,9477020,42679555,12079539,0,54759094,8909697,0,321113,458,162,853859,115222,969081,339,0,76940,218380,234087,3258,85950,174414,44668,0,14667,1495,202717,108418,236948,0,116549,95852,88674,4701,232320,123010,273861,0,131542,105665,97441,5242,2011
106050932,mark twain st. joseph's hospital,01jul2010,30jun2011,365,audited,excl. ind. audit adj.,calaveras,6,503,non-profit,general,comparable,rural,(209) 754-3521,768 mountain ranch road,san andreas,95249,patti monczewski,interim president,www.marktwainhospital.org,mark twain st. joseph's healthcare,eric s. carino,catholic healthcare west,0,05-1332,,zzr00366g,48,37,18,2818,329,913,17,77,429,324,26,150,5083,767,91,250,5,21,118,89,7,41,1389,36,0,0,0,12,0,5022,0,0,0,61,0,1377,0,0,0,12,0,29,37.6,3.7,3.6,0,0,0,18529,2099,20599,242,2048,12229,9573,670,4666,70655,10577,37972,0,22011,0,2,38472,105489,236,1238,0,0,119497767,72806179,0,46691588,453756,45624437,1520907,3473818,374861,0,0,4619864,16692449,14075010,88730308,26419726,3085920,6917684,146866,634799,4579218,4359321,196305,1115924,47455763,25420702,2764649,12029454,277843,1823808,16545549,9587186,443664,3149149,72042004,35665754,4158692,10398217,329197,0,1899651,9525446,5496504,4627459,0,705259,0,0,0,0,0,0,15396979,1656806,8472741,90699,541000,10735114,8345283,0,1452966,0,110516,0,3141365,0,0,5127049,9039465,13749204,0,0,0,0,5887760,2414106,8068300,1338553,20667251,5558067,2096666,1187611,4619420,6429019,1915831,1053586,362861,337007,1397118,17532810,17058845,13417865,714719,817367,0,49541606,7347560,0,4419000,37775046,49541606,0,31913520,-20520723,15637430,11618762,31159971,17742106,0,0,5050200,5050200,631200,0,94789,241,51,439319,61313,500632,39,0,56144,124295,82404,13007,9664,94920,24451,34205,229,0,62227,104462,117222,0,70884,26724,57800,0,73840,116531,134208,0,79563,30308,66182,0,2011
106090933,marshall medical center,01nov2010,31oct2011,365,audited,incl. ind. audit adj.,el dorado,2,304,non-profit,general,comparable,rural,(530) 626-2786,1100 marshall way,placerville,95667,james whipple,ceo,,marshall medical center,tom bueno,"toyon associates, inc.",3,05-0254,,zzr00254f,105,105,102,17505,0,2221,0,697,3379,0,583,1459,25844,3657,0,527,0,165,779,0,138,346,5612,91,0,0,0,14,0,21871,0,0,0,3973,0,5186,0,0,0,426,0,67.40000000000001,67.40000000000001,4.6,4.2,6,1014,540,195371,0,44068,0,9640,101068,0,7332,6088,363567,27328,153990,13222,166478,0,11,194220,455218,1749,6485,534,163,802364161,613265931,0,189098230,1298705,182665849,7731086,2639675,14848187,0,0,-4477426,111091584,115306033,575966544,235351900,0,43362055,0,12645304,66064878,0,6826164,17087251,381337552,188599520,0,51415593,0,16187369,137357478,0,7840446,19626203,421026609,355114332,0,88601450,0,0,27820053,109952502,0,14289696,0,14666610,0,2821288,0,0,0,0,68837088,0,6176198,0,1012620,93469854,0,0,19602470,0,0,0,106677,0,0,27104786,48729283,47918960,0,0,0,0,21568870,11032602,21349625,4961723,69606473,38418821,27268165,1558297,22314223,9542294,5515838,3687229,504479,1330654,2919376,59328595,71023352,48366696,49871305,20033422,0,248623370,113784295,0,70707438,64131637,248623370,23505000,127253210,-95769396,72099029,61628227,147586481,99219785,0,0,72482438,72482438,1775000,0,0,1079,250,2030068,256944,2287012,109,0,112496,379172,380862,15448,118164,528511,128653,325093,5590,36079,346049,417676,386870,0,321307,245482,312684,0,394572,466619,436428,0,357096,277730,354567,0,2011
106450936,mayers memorial hospital,01jul2010,30jun2011,365,audited,excl. ind. audit adj.,shasta,1,210,district,general,comparable,rural,(530) 336-5511,43563 highway 299 east,fall river mills,96028,matt rees,ceo,www.mayersmemorial.com,mayers memorial hospital disctrict,juliet ackerman,"wipfli, llp",4,05-1503,,zzr00406f,121,121,90,1016,0,25265,0,0,155,0,10,3021,29467,198,0,195,0,0,108,0,10,52,563,22,0,0,0,99,0,1484,0,0,0,27983,0,505,0,0,0,58,0,66.7,66.7,52.3,2.9,2,114,83,7138,0,3225,0,0,4155,0,4,1209,15731,3835,0,0,11388,0,1,2038,1095,22,17,66,17,27732848,10301965,0,17430883,568287,17770482,228688,874723,0,0,0,1103411,9962493,5480528,12289827,2682336,0,7680579,0,0,994935,0,5152,1619170,12982172,6876854,0,2948871,0,0,3863492,0,3367,1058092,14750676,4404463,0,2895967,0,-208607,0,1273371,0,1434179,0,8519,0,494073,0,0,0,0,5154727,0,7942090,0,0,2166334,0,0,2167732,0,0,0,794,655283,0,4579326,1950569,3957213,0,0,0,0,3176349,1394111,1556353,1156561,7621298,2245038,1116678,1032177,1996886,1459501,478500,238428,396031,439924,746021,5827299,0,3363171,746205,0,6283538,16220213,4119660,0,11140411,960142,16220213,1259127,5750747,-3113362,9546627,6445182,16171415,12808244,0,258400,10816581,11828584,688173,0,0,195,76,370840,36804,407644,9,0,39887,19800,31636,25017,98639,76210,73797,2998,2856,0,155792,25955,37126,0,95109,30121,26737,0,170732,28373,40616,0,105309,33005,29609,0,2011
